,Age,Gender,Country,Mental health issue inteferes with work,Do you work remotely?,mental health benefits by employer,Negative impacts from discussing mental health issues with employer,Comfortable discussing mental health issues with corworkers,Comfortable discussing mental health issues with direct supervisor(s),Bring up mental health issues in an interview,year,Diagonosed with a mental health condition,Mental health conditionn(s)
513,39.0,Male,United States,Never,No,Yes,No,Yes,Yes,No,2014,,
514,38.0,Male,United States,Sometimes,No,Yes,Yes,No,No,No,2014,,
515,43.0,Male,United States,,Yes,Don't know,Maybe,Yes,No,No,2014,,
516,46.0,Male,United States,Rarely,Yes,Yes,No,Yes,Yes,No,2014,,
517,38.0,Female,United States,Sometimes,No,Yes,Maybe,Yes,Yes,No,2014,,
520,62.0,Male,United States,Never,No,Yes,Maybe,Yes,Yes,Maybe,2014,,
521,23.0,Female,United States,,No,Don't know,Maybe,Yes,Yes,No,2014,,
522,35.0,Male,United States,,No,No,Maybe,No,No,No,2014,,
524,36.0,Male,United States,Sometimes,Yes,Don't know,Maybe,Yes,Yes,No,2014,,
525,41.0,Female,United States,Rarely,Yes,Yes,Maybe,Yes,Yes,No,2014,,
528,29.0,Male,United States,Sometimes,No,Yes,No,No,Yes,No,2014,,
536,39.0,Male,United States,Often,Yes,Yes,Yes,Yes,Yes,No,2014,,
537,26.0,Male,United States,Never,No,Don't know,Maybe,No,No,No,2014,,
539,22.0,Female,United States,Sometimes,No,Yes,No,Yes,Yes,No,2014,,
540,26.0,Female,United States,Often,No,Don't know,Maybe,No,No,No,2014,,
541,31.0,Female,United States,Rarely,No,Yes,No,Yes,Yes,No,2014,,
543,28.0,Female,United States,Often,Yes,Yes,Yes,Yes,Yes,No,2014,,
547,36.0,Male,United States,Sometimes,No,Yes,Yes,Yes,Yes,No,2014,,
548,21.0,Male,United States,,No,Yes,No,Yes,Yes,No,2014,,
550,25.0,Female,United States,,No,Don't know,Maybe,Yes,Yes,No,2014,,
557,33.0,Male,United States,,No,Don't know,Yes,Yes,No,No,2014,,
559,24.0,Male,United States,,No,Don't know,Maybe,Yes,Yes,No,2014,,
560,65.0,Male,United States,,Yes,No,Maybe,Yes,No,No,2014,,
561,27.0,Male,United States,Sometimes,Yes,Don't know,No,Yes,No,No,2014,,
563,36.0,Male,United States,Rarely,No,Don't know,No,Yes,Yes,No,2014,,
565,28.0,Male,United States,Sometimes,No,Yes,Maybe,Yes,No,No,2014,,
566,39.0,Male,United States,Sometimes,No,Yes,Yes,Yes,Yes,No,2014,,
567,32.0,Male,United States,Sometimes,No,Yes,No,Yes,Yes,Maybe,2014,,
568,31.0,Male,United States,Sometimes,No,Yes,Maybe,No,Yes,No,2014,,
569,38.0,Male,United States,Sometimes,No,Don't know,Maybe,Yes,No,No,2014,,
570,23.0,Male,United States,Rarely,No,No,Maybe,Yes,Yes,No,2014,,
571,42.0,Male,United States,Often,No,Yes,Maybe,Yes,Yes,Maybe,2014,,
572,27.0,Female,United States,Sometimes,No,Don't know,No,Yes,Yes,No,2014,,
573,26.0,Female,United States,Sometimes,No,Yes,No,Yes,Yes,No,2014,,
574,50.0,Male,United States,Never,Yes,No,No,No,No,No,2014,,
575,37.0,Male,United States,Never,No,Don't know,No,Yes,Yes,No,2014,,
576,23.0,Male,United States,,No,Don't know,No,Yes,Yes,No,2014,,
577,33.0,Male,United States,Sometimes,Yes,Don't know,No,Yes,Yes,No,2014,,
579,34.0,Male,United States,Sometimes,Yes,Yes,Maybe,Yes,Yes,No,2014,,
580,41.0,Male,United States,Often,No,Yes,Maybe,Yes,Yes,No,2014,,
581,50.0,Male,United States,,Yes,Don't know,No,Yes,Yes,Maybe,2014,,
583,35.0,Male,United States,Never,No,No,No,Yes,Yes,Maybe,2014,,
585,40.0,Female,United States,Never,No,Don't know,Maybe,Yes,Yes,Maybe,2014,,
587,29.0,Female,United States,Never,No,Yes,Maybe,Yes,Yes,No,2014,,
588,31.0,Male,United States,Sometimes,No,No,Maybe,Yes,Yes,No,2014,,
589,43.0,Male,United States,Sometimes,No,No,No,Yes,Yes,No,2014,,
590,34.0,Male,United States,Sometimes,Yes,Yes,Maybe,Yes,Yes,No,2014,,
591,29.0,Male,United States,Sometimes,No,Don't know,Yes,Yes,Yes,No,2014,,
593,41.0,Male,United States,Sometimes,No,Yes,Maybe,Yes,Yes,No,2014,,
594,29.0,Male,United States,Never,No,Yes,No,Yes,Yes,No,2014,,
595,23.0,Male,United States,Rarely,No,Yes,No,Yes,Yes,No,2014,,
596,24.0,Female,United States,Sometimes,No,Yes,Yes,No,No,No,2014,,
597,31.0,Male,United States,,Yes,Don't know,Yes,No,No,No,2014,,
598,43.0,Male,United States,,Yes,Don't know,No,Yes,Yes,No,2014,,
599,31.0,Male,United States,Rarely,No,No,Yes,Yes,No,No,2014,,
600,29.0,Male,United States,Often,No,Yes,No,Yes,Yes,No,2014,,
601,35.0,Male,United States,,Yes,No,No,Yes,Yes,No,2014,,
602,33.0,Male,United States,Sometimes,No,Yes,Yes,No,No,No,2014,,
603,30.0,Female,United States,Often,Yes,No,No,Yes,Yes,No,2014,,
604,27.0,Male,United States,,No,Yes,Maybe,No,No,No,2014,,
605,32.0,Male,United States,Sometimes,No,No,Maybe,Yes,Yes,No,2014,,
606,50.0,Male,United States,Sometimes,Yes,Don't know,Yes,Yes,Yes,No,2014,,
607,24.0,Male,United States,Never,No,Don't know,Maybe,Yes,No,No,2014,,
608,27.0,Male,United States,,No,Don't know,No,Yes,Yes,No,2014,,
610,32.0,Male,United States,Sometimes,No,No,No,Yes,Yes,Maybe,2014,,
611,42.0,Male,United States,Rarely,Yes,No,No,Yes,Yes,Maybe,2014,,
612,37.0,Male,United States,Often,No,Don't know,Maybe,Yes,No,No,2014,,
614,29.0,Male,United States,Rarely,No,Yes,Yes,Yes,No,No,2014,,
615,30.0,Male,United States,Often,Yes,No,No,Yes,Yes,No,2014,,
616,35.0,Male,United States,Never,No,Yes,No,Yes,Yes,Maybe,2014,,
617,35.0,Male,United States,Rarely,Yes,Yes,Yes,Yes,No,No,2014,,
622,31.0,Female,United States,Often,Yes,Yes,Maybe,Yes,Yes,No,2014,,
623,23.0,Female,United States,Sometimes,No,Yes,Yes,No,No,No,2014,,
624,31.0,Female,United States,Sometimes,No,Don't know,No,Yes,Yes,No,2014,,
625,28.0,Female,United States,Rarely,No,Yes,Maybe,No,Yes,No,2014,,
627,34.0,Male,United States,Sometimes,No,No,No,Yes,Yes,No,2014,,
629,28.0,Male,United States,Sometimes,Yes,Yes,Yes,Yes,Yes,No,2014,,
631,56.0,Male,United States,Rarely,No,Yes,Yes,Yes,Yes,No,2014,,
633,34.0,Female,United States,Sometimes,Yes,Yes,Maybe,Yes,Yes,No,2014,,
638,35.0,Male,United States,,Yes,Yes,No,Yes,Yes,No,2014,,
643,57.0,Male,United States,Never,No,Yes,Yes,No,No,No,2014,,
650,39.0,Male,United States,Rarely,Yes,Don't know,No,Yes,Yes,No,2014,,
654,32.0,Male,United States,Never,No,Yes,Maybe,No,No,No,2014,,
662,32.0,Male,United States,Never,No,Don't know,Maybe,Yes,Yes,No,2014,,
671,23.0,Male,United States,Sometimes,No,Don't know,Maybe,No,No,No,2014,,
675,28.0,Male,United States,Sometimes,Yes,Don't know,No,Yes,Yes,No,2014,,
677,29.0,Female,United States,Rarely,No,Don't know,Yes,No,No,No,2014,,
679,45.0,Male,United States,Often,Yes,Yes,No,Yes,Yes,No,2014,,
681,38.0,Male,United States,Sometimes,No,Yes,No,Yes,Yes,No,2014,,
682,19.0,Female,United States,Often,No,Don't know,Maybe,No,No,No,2014,,
686,33.0,Female,United States,Rarely,No,Yes,No,Yes,Yes,No,2014,,
687,49.0,Male,United States,Sometimes,No,Yes,Maybe,Yes,Yes,No,2014,,
688,28.0,Male,United States,,Yes,Don't know,Maybe,Yes,No,No,2014,,
697,39.0,Female,United States,,Yes,No,Yes,No,No,No,2014,,
699,29.0,Male,United States,,No,No,Maybe,Yes,No,No,2014,,
700,30.0,Male,United States,,No,Yes,Maybe,Yes,Yes,No,2014,,
701,33.0,Male,United States,Rarely,Yes,No,No,Yes,Yes,No,2014,,
702,37.0,Male,United States,Sometimes,No,Yes,Maybe,Yes,Yes,No,2014,,
703,23.0,Male,United States,Often,No,Yes,No,Yes,Yes,No,2014,,
704,43.0,Male,United States,Sometimes,No,Yes,Yes,No,No,No,2014,,
706,26.0,Male,United States,Never,No,Don't know,Yes,Yes,No,No,2014,,
707,32.0,Male,United States,Sometimes,Yes,Don't know,No,Yes,Yes,Yes,2014,,
708,37.0,Female,United States,,Yes,Don't know,Yes,Yes,No,No,2014,,
709,29.0,Male,United States,Often,No,Yes,No,Yes,Yes,Maybe,2014,,
712,30.0,Male,United States,Never,No,Don't know,No,Yes,Yes,No,2014,,
713,29.0,Male,United States,Never,No,Yes,Maybe,Yes,Yes,No,2014,,
714,32.0,Male,United States,Sometimes,Yes,Yes,Yes,Yes,No,No,2014,,
717,37.0,Male,United States,,Yes,Yes,No,Yes,Yes,Maybe,2014,,
719,27.0,Male,United States,,No,Yes,No,Yes,Yes,No,2014,,
723,25.0,Male,United States,Never,Yes,Don't know,Yes,Yes,Yes,No,2014,,
724,33.0,Male,United States,Sometimes,No,No,No,Yes,Yes,Maybe,2014,,
728,29.0,Male,United States,,No,Don't know,No,Yes,Yes,No,2014,,
732,29.0,Male,United States,,Yes,Don't know,No,Yes,Yes,No,2014,,
733,31.0,Male,United States,,No,Yes,No,Yes,Yes,No,2014,,
734,5.0,Male,United States,,No,Don't know,No,Yes,Yes,No,2014,,
736,43.0,Male,United States,,No,Yes,No,Yes,Yes,No,2014,,
739,36.0,Male,United States,Sometimes,Yes,Don't know,Yes,No,No,No,2014,,
743,31.0,Male,United States,Sometimes,No,Yes,Maybe,Yes,Yes,Maybe,2014,,
744,36.0,Male,United States,Sometimes,Yes,Yes,Maybe,Yes,Yes,Maybe,2014,,
745,30.0,Male,United States,Sometimes,Yes,Don't know,No,Yes,Yes,No,2014,,
748,35.0,Male,United States,Rarely,No,Yes,No,Yes,Yes,No,2014,,
752,37.0,Male,United States,Sometimes,No,Don't know,Maybe,Yes,Yes,No,2014,,
754,36.0,Male,United States,Never,No,Yes,No,Yes,Yes,No,2014,,
755,29.0,Female,United States,Sometimes,Yes,Don't know,Maybe,Yes,Yes,No,2014,,
756,38.0,Female,United States,Sometimes,No,Yes,Maybe,No,No,No,2014,,
757,26.0,Male,United States,Sometimes,No,Yes,Yes,No,No,No,2014,,
759,21.0,Male,United States,Often,No,No,Yes,Yes,Yes,No,2014,,
761,37.0,Female,United States,Rarely,No,Yes,Maybe,Yes,Yes,No,2014,,
764,27.0,Female,United States,Sometimes,No,Don't know,Yes,Yes,No,No,2014,,
766,33.0,Female,United States,Sometimes,No,Yes,Maybe,Yes,No,No,2014,,
768,36.0,Female,United States,Never,Yes,Yes,Maybe,Yes,Yes,No,2014,,
771,33.0,Male,United States,Sometimes,Yes,No,Maybe,Yes,Yes,No,2014,,
776,43.0,Male,United States,Sometimes,Yes,Don't know,Maybe,No,No,No,2014,,
778,27.0,Female,United States,,No,Don't know,Maybe,Yes,Yes,No,2014,,
781,33.0,Male,United States,Sometimes,Yes,No,No,Yes,Yes,Yes,2014,,
783,33.0,Male,United States,,No,Don't know,No,Yes,Yes,No,2014,,
784,25.0,Male,United States,,No,Don't know,No,Yes,Yes,No,2014,,
785,25.0,Male,United States,Sometimes,No,Yes,Maybe,Yes,Yes,No,2014,,
787,25.0,Male,United States,Sometimes,No,Yes,Maybe,Yes,Yes,No,2014,,
791,33.0,Male,United States,Sometimes,No,Yes,Maybe,Yes,Yes,No,2014,,
792,37.0,Female,United States,Often,Yes,Don't know,Yes,Yes,Yes,No,2014,,
793,35.0,Female,United States,Sometimes,No,Yes,Yes,No,Yes,No,2014,,
794,22.0,Female,United States,Sometimes,No,Don't know,Yes,Yes,Yes,No,2014,,
795,38.0,Male,United States,Never,No,Yes,Maybe,Yes,Yes,No,2014,,
796,32.0,Female,United States,Often,No,Yes,Yes,Yes,Yes,No,2014,,
799,35.0,Female,United States,Sometimes,Yes,Don't know,Maybe,Yes,No,No,2014,,
800,29.0,Male,United States,Never,No,Yes,Yes,Yes,Yes,No,2014,,
801,23.0,Male,United States,Sometimes,No,No,No,Yes,Yes,Maybe,2014,,
802,39.0,Male,United States,,Yes,Yes,Yes,No,No,No,2014,,
803,30.0,Female,United States,,No,Yes,No,Yes,No,No,2014,,
805,28.0,Female,United States,Sometimes,No,No,Yes,Yes,Yes,No,2014,,
806,40.0,Female,United States,Sometimes,No,Yes,Maybe,Yes,Yes,No,2014,,
807,36.0,Female,United States,,No,Don't know,No,No,Yes,No,2014,,
808,27.0,Male,United States,,Yes,Don't know,No,Yes,Yes,Maybe,2014,,
809,41.0,Male,United States,Sometimes,No,Yes,Maybe,Yes,Yes,No,2014,,
812,35.0,Male,United States,Often,No,No,Yes,Yes,Yes,No,2014,,
813,28.0,Male,United States,Never,Yes,No,Maybe,Yes,Yes,No,2014,,
815,39.0,Female,United States,Sometimes,No,Don't know,Yes,No,No,No,2014,,
816,39.0,Male,United States,Sometimes,No,Yes,Maybe,Yes,Yes,No,2014,,
817,44.0,Male,United States,Sometimes,Yes,No,Yes,Yes,No,No,2014,,
820,40.0,Female,United States,Sometimes,No,Yes,Yes,Yes,No,No,2014,,
822,38.0,Male,United States,Never,Yes,No,Yes,No,No,No,2014,,
823,34.0,Male,United States,,Yes,Don't know,No,Yes,Yes,No,2014,,
824,43.0,Male,United States,,No,Yes,No,Yes,Yes,No,2014,,
825,48.0,Female,United States,Often,No,Don't know,Yes,No,Yes,No,2014,,
826,20.0,Male,United States,Never,No,Don't know,No,Yes,Yes,Maybe,2014,,
827,40.0,Male,United States,Sometimes,Yes,Don't know,Yes,Yes,No,No,2014,,
829,35.0,Male,United States,Sometimes,No,No,No,Yes,Yes,No,2014,,
830,29.0,Male,United States,Sometimes,Yes,Yes,Maybe,Yes,No,No,2014,,
831,40.0,Male,United States,Never,No,Yes,Maybe,Yes,Yes,No,2014,,
833,29.0,Female,United States,Rarely,No,Yes,No,Yes,Yes,No,2014,,
834,34.0,Male,United States,Sometimes,No,No,Yes,No,No,No,2014,,
836,24.0,Female,United States,Often,No,Yes,No,Yes,Yes,No,2014,,
837,47.0,Female,United States,,Yes,Don't know,Yes,No,No,No,2014,,
839,36.0,Male,United States,Rarely,No,Yes,No,Yes,Yes,No,2014,,
840,43.0,Male,United States,Sometimes,No,Don't know,Maybe,Yes,Yes,No,2014,,
842,31.0,Female,United States,Sometimes,No,Yes,No,Yes,Yes,Maybe,2014,,
843,35.0,Male,United States,Sometimes,No,Don't know,Maybe,Yes,No,No,2014,,
844,33.0,Male,United States,,No,Yes,No,Yes,Yes,No,2014,,
846,34.0,Male,United States,Sometimes,No,Don't know,Maybe,Yes,No,No,2014,,
848,40.0,Male,United States,Sometimes,Yes,No,No,Yes,Yes,No,2014,,
849,40.0,Male,United States,Rarely,No,Yes,No,Yes,Yes,No,2014,,
850,42.0,Male,United States,Sometimes,Yes,No,Maybe,No,No,No,2014,,
851,23.0,Male,United States,,Yes,Yes,Maybe,No,Yes,No,2014,,
854,31.0,Male,United States,,No,Don't know,Maybe,Yes,Yes,No,2014,,
855,25.0,Male,United States,,No,Yes,No,Yes,Yes,Maybe,2014,,
856,51.0,Male,United States,Never,Yes,Yes,No,Yes,Yes,No,2014,,
857,24.0,Male,United States,,No,Don't know,No,Yes,Yes,No,2014,,
858,33.0,Male,United States,,No,No,Maybe,Yes,Yes,No,2014,,
862,23.0,Male,United States,Never,No,Don't know,Maybe,Yes,Yes,Maybe,2014,,
863,33.0,Male,United States,Often,Yes,No,Yes,Yes,Yes,No,2014,,
864,46.0,Male,United States,Rarely,No,Yes,Yes,No,No,No,2014,,
866,35.0,Male,United States,Sometimes,No,Yes,Maybe,Yes,Yes,No,2014,,
867,39.0,Male,United States,,Yes,No,Maybe,Yes,Yes,Maybe,2014,,
870,56.0,Male,United States,Rarely,Yes,Yes,No,Yes,Yes,Yes,2014,,
873,39.0,Male,United States,,Yes,Don't know,No,Yes,Yes,No,2014,,
874,37.0,Male,United States,,No,Yes,Maybe,No,No,No,2014,,
875,30.0,Male,United States,Sometimes,Yes,Don't know,Yes,No,No,No,2014,,
876,31.0,Male,United States,,No,Yes,Maybe,Yes,Yes,No,2014,,
877,29.0,Male,United States,,No,Don't know,Maybe,No,Yes,No,2014,,
879,31.0,Male,United States,Never,No,Yes,Maybe,No,No,No,2014,,
880,29.0,Male,United States,Sometimes,No,Don't know,Maybe,Yes,Yes,No,2014,,
881,30.0,Male,United States,Never,Yes,Yes,No,Yes,Yes,Maybe,2014,,
882,37.0,Male,United States,Never,Yes,Yes,Maybe,Yes,Yes,No,2014,,
883,36.0,Male,United States,Never,No,Yes,No,Yes,Yes,Yes,2014,,
884,35.0,Male,United States,Sometimes,Yes,Yes,Maybe,Yes,No,No,2014,,
885,41.0,Male,United States,Never,Yes,Don't know,Maybe,No,No,No,2014,,
889,39.0,Male,United States,Sometimes,No,Yes,Maybe,Yes,Yes,Maybe,2014,,
890,42.0,Male,United States,Sometimes,Yes,Yes,Maybe,Yes,No,No,2014,,
891,32.0,Male,United States,Rarely,Yes,No,Yes,Yes,No,No,2014,,
892,29.0,Male,United States,,No,Don't know,No,Yes,Yes,No,2014,,
893,30.0,Male,United States,Never,No,Yes,Yes,Yes,No,Maybe,2014,,
894,40.0,Male,United States,Often,Yes,Don't know,Maybe,Yes,Yes,No,2014,,
895,51.0,Male,United States,,No,Don't know,No,Yes,Yes,No,2014,,
896,33.0,Male,United States,Never,No,Yes,No,Yes,Yes,No,2014,,
898,50.0,Male,United States,Never,Yes,No,No,Yes,Yes,No,2014,,
899,24.0,Male,United States,Sometimes,Yes,Don't know,No,Yes,Yes,No,2014,,
900,25.0,Male,United States,Rarely,No,No,Yes,No,No,No,2014,,
902,25.0,Female,United States,Often,No,Yes,Maybe,Yes,Yes,No,2014,,
904,51.0,Male,United States,Never,No,No,No,Yes,Yes,Maybe,2014,,
905,49.0,Male,United States,Sometimes,No,Yes,Yes,No,No,No,2014,,
906,30.0,Male,United States,,Yes,Yes,Yes,No,No,No,2014,,
907,25.0,Female,United States,Sometimes,No,Yes,Yes,No,No,No,2014,,
908,36.0,Male,United States,Rarely,Yes,Yes,Maybe,No,No,No,2014,,
909,48.0,Male,United States,Never,No,Yes,Maybe,Yes,Yes,No,2014,,
911,53.0,Male,United States,Rarely,Yes,Yes,Maybe,Yes,No,No,2014,,
913,33.0,Male,United States,Sometimes,No,Don't know,No,Yes,Yes,No,2014,,
916,30.0,Male,United States,Never,Yes,No,Maybe,Yes,Yes,Maybe,2014,,
918,31.0,Male,United States,,Yes,Yes,No,Yes,Yes,Maybe,2014,,
919,22.0,Female,United States,Often,No,Don't know,Yes,No,No,No,2014,,
920,28.0,Male,United States,Sometimes,No,Don't know,No,Yes,Yes,No,2014,,
921,35.0,Male,United States,Rarely,No,Yes,Maybe,Yes,Yes,No,2014,,
922,28.0,Male,United States,Sometimes,No,Yes,Maybe,Yes,Yes,No,2014,,
924,33.0,Male,United States,,No,Yes,No,Yes,Yes,Yes,2014,,
925,29.0,Male,United States,Sometimes,No,Yes,Yes,No,No,No,2014,,
926,43.0,Male,United States,Sometimes,No,Yes,Maybe,No,Yes,No,2014,,
927,29.0,Male,United States,,No,Yes,No,Yes,Yes,Maybe,2014,,
928,25.0,Male,United States,,Yes,Yes,No,Yes,Yes,Maybe,2014,,
929,31.0,Male,United States,Never,No,Don't know,No,Yes,Yes,No,2014,,
930,35.0,Female,United States,Sometimes,No,Yes,Maybe,Yes,Yes,No,2014,,
931,34.0,Male,United States,Often,No,Don't know,No,Yes,Yes,No,2014,,
932,43.0,Male,United States,Sometimes,Yes,Yes,Yes,Yes,No,No,2014,,
933,38.0,Male,United States,Sometimes,No,No,Yes,No,Yes,No,2014,,
934,26.0,Male,United States,Sometimes,No,Don't know,Maybe,Yes,Yes,Yes,2014,,
936,42.0,Male,United States,Often,No,Don't know,Yes,No,No,No,2014,,
938,32.0,Male,United States,Rarely,No,Yes,Maybe,Yes,Yes,No,2014,,
939,44.0,Male,United States,Sometimes,Yes,Yes,Maybe,Yes,Yes,No,2014,,
940,28.0,Male,United States,Rarely,No,Yes,Maybe,Yes,No,No,2014,,
941,40.0,Male,United States,Sometimes,Yes,Yes,Yes,Yes,Yes,No,2014,,
942,31.0,Female,United States,Sometimes,No,Yes,Maybe,Yes,Yes,No,2014,,
943,32.0,Male,United States,Sometimes,No,Yes,Yes,Yes,No,No,2014,,
944,28.0,Male,United States,Sometimes,No,Don't know,Maybe,Yes,No,No,2014,,
945,39.0,Male,United States,Often,No,Yes,Yes,Yes,No,No,2014,,
946,45.0,Male,United States,,No,Yes,No,Yes,Yes,No,2014,,
947,43.0,Male,United States,Rarely,No,Yes,No,Yes,Yes,Maybe,2014,,
948,35.0,Male,United States,Sometimes,No,Yes,Maybe,Yes,Yes,No,2014,,
949,40.0,Male,United States,Sometimes,No,Yes,Maybe,Yes,Yes,No,2014,,
953,36.0,Female,United States,Rarely,No,Don't know,Yes,Yes,No,No,2014,,
954,38.0,Male,United States,,No,No,Maybe,Yes,Yes,Maybe,2014,,
956,30.0,Male,United States,Never,No,Don't know,Yes,No,No,No,2014,,
958,26.0,Male,United States,Rarely,No,Yes,No,Yes,Yes,No,2014,,
970,43.0,Male,United States,Sometimes,Yes,No,Yes,No,No,No,2014,,
972,40.0,Male,United States,Rarely,No,Don't know,No,Yes,Yes,No,2014,,
973,49.0,Male,United States,Never,No,Yes,No,Yes,Yes,No,2014,,
976,38.0,Male,United States,Never,No,Yes,Maybe,Yes,Yes,No,2014,,
980,40.0,Male,United States,Sometimes,Yes,No,Maybe,Yes,Yes,No,2014,,
983,28.0,Male,United States,Often,No,Don't know,Maybe,Yes,Yes,No,2014,,
988,23.0,Male,United States,Sometimes,No,Yes,No,No,No,No,2014,,
992,30.0,Female,United States,Sometimes,No,Yes,No,Yes,No,No,2014,,
996,39.0,Male,United States,Rarely,Yes,Yes,Maybe,Yes,Yes,No,2014,,
997,31.0,Female,United States,Never,No,Yes,Yes,No,No,No,2014,,
1000,25.0,Male,United States,Often,Yes,Yes,No,Yes,Yes,Maybe,2014,,
1001,42.0,Male,United States,Sometimes,Yes,Don't know,Maybe,Yes,Yes,No,2014,,
1002,34.0,Male,United States,Often,No,Yes,No,Yes,Yes,Maybe,2014,,
1003,26.0,Female,United States,Sometimes,Yes,Don't know,Maybe,Yes,No,Maybe,2014,,
1006,38.0,Male,United States,Sometimes,Yes,Yes,No,Yes,Yes,Yes,2014,,
1007,34.0,Male,United States,Sometimes,No,Don't know,Yes,Yes,No,No,2014,,
1008,39.0,Male,United States,Sometimes,Yes,No,No,Yes,Yes,Maybe,2014,,
1009,44.0,Female,United States,,No,Don't know,Yes,No,No,No,2014,,
1010,40.0,Male,United States,,No,Yes,Maybe,No,Yes,No,2014,,
1011,33.0,Female,United States,Never,Yes,No,Maybe,No,Yes,No,2014,,
1012,24.0,Female,United States,Sometimes,No,Yes,Yes,Yes,Yes,No,2014,,
1013,38.0,Female,United States,Sometimes,Yes,Don't know,No,Yes,Yes,No,2014,,
1014,31.0,Male,United States,Sometimes,No,Yes,Yes,Yes,Yes,No,2014,,
1016,26.0,Female,United States,,No,Don't know,No,Yes,Yes,No,2014,,
1017,46.0,Female,United States,Often,No,Yes,Yes,Yes,Yes,No,2014,,
1018,30.0,Male,United States,Sometimes,Yes,Yes,Maybe,Yes,No,No,2014,,
1019,25.0,Male,United States,Rarely,Yes,Don't know,Yes,Yes,Yes,No,2014,,
1021,30.0,Female,United States,Sometimes,No,Yes,Maybe,Yes,Yes,No,2014,,
1022,32.0,Male,United States,Never,No,Yes,No,Yes,Yes,No,2014,,
1024,37.0,Male,United States,Sometimes,Yes,Don't know,Maybe,Yes,Yes,No,2014,,
1025,42.0,Male,United States,Sometimes,Yes,Don't know,Maybe,Yes,Yes,No,2014,,
1026,25.0,Female,United States,Never,No,Yes,Maybe,Yes,Yes,Maybe,2014,,
1027,19.0,Male,United States,Sometimes,No,Don't know,No,Yes,Yes,Maybe,2014,,
1028,40.0,Female,United States,Never,Yes,Yes,Yes,No,No,No,2014,,
1029,34.0,Male,United States,,No,Yes,Maybe,Yes,Yes,No,2014,,
1030,26.0,Male,United States,,No,Don't know,No,Yes,Yes,No,2014,,
1031,31.0,Male,United States,Rarely,No,Don't know,No,Yes,Yes,Maybe,2014,,
1032,40.0,Male,United States,Sometimes,Yes,Yes,Yes,Yes,Yes,No,2014,,
1033,31.0,Female,United States,Often,No,No,Yes,No,No,No,2014,,
1034,36.0,Male,United States,Never,No,Don't know,Yes,No,No,No,2014,,
1037,44.0,Male,United States,,Yes,Don't know,Yes,Yes,No,No,2014,,
1038,34.0,Female,United States,Sometimes,No,No,No,Yes,Yes,No,2014,,
1039,35.0,Male,United States,,Yes,No,No,No,No,No,2014,,
1040,28.0,Female,United States,Sometimes,Yes,Don't know,Yes,Yes,Yes,No,2014,,
1041,33.0,Male,United States,,Yes,Yes,No,Yes,Yes,No,2014,,
1042,40.0,Male,United States,Sometimes,Yes,Yes,Yes,No,No,No,2014,,
1043,26.0,Male,United States,Sometimes,No,Yes,Maybe,Yes,No,No,2014,,
1048,41.0,Male,United States,Often,Yes,No,No,Yes,Yes,No,2014,,
1050,26.0,Female,United States,Sometimes,No,Yes,No,Yes,Yes,No,2014,,
1051,23.0,Female,United States,Sometimes,No,No,Yes,No,Yes,No,2014,,
1053,36.0,Male,United States,Never,Yes,Don't know,No,Yes,Yes,No,2014,,
1054,42.0,Male,United States,Rarely,No,Don't know,Maybe,Yes,No,No,2014,,
1055,39.0,Male,United States,Sometimes,No,Yes,No,Yes,Yes,No,2014,,
1056,27.0,Male,United States,Never,No,Don't know,Maybe,Yes,Yes,Maybe,2014,,
1057,33.0,Male,United States,Never,Yes,Don't know,Maybe,Yes,Yes,No,2014,,
1059,28.0,Female,United States,Rarely,No,Yes,No,Yes,Yes,No,2014,,
1060,29.0,Female,United States,Often,Yes,Yes,No,Yes,Yes,Maybe,2014,,
1061,27.0,Male,United States,Sometimes,No,Don't know,Maybe,Yes,No,No,2014,,
1062,44.0,Male,United States,Never,Yes,Don't know,No,No,No,No,2014,,
1063,25.0,Male,United States,Often,Yes,Don't know,Maybe,Yes,No,No,2014,,
1066,34.0,Male,United States,Never,Yes,Yes,Maybe,No,Yes,No,2014,,
1067,26.0,Male,United States,Never,No,Yes,Maybe,No,Yes,No,2014,,
1068,48.0,Male,United States,Never,No,Yes,Maybe,Yes,Yes,No,2014,,
1070,39.0,Female,United States,Sometimes,Yes,No,Maybe,Yes,Yes,No,2014,,
1071,43.0,Male,United States,Sometimes,Yes,Yes,Maybe,No,No,No,2014,,
1072,41.0,Male,United States,Rarely,No,Yes,Maybe,Yes,No,No,2014,,
1073,25.0,Male,United States,Never,No,Don't know,No,Yes,Yes,No,2014,,
1074,31.0,Male,United States,Sometimes,No,Yes,Maybe,Yes,No,No,2014,,
1075,40.0,Male,United States,Sometimes,No,Yes,Yes,No,No,No,2014,,
1076,43.0,Male,United States,Sometimes,Yes,Yes,Maybe,Yes,Yes,No,2014,,
